Ngày giao,Mã giao dịch,Mã thuê bao,Dịch vụ,Người thực hiện,MW001114157,Ngày hoàn công,Nội dung vướng mắc,,,,,
07/07/2026 08:16,VNP-LD/00075169,vcm2cnr,Fiber,Ngô Thị Minh Phương,Đã hoàn công,10/07/2026 09:11, thoái trả :  đã LH kt 0912669694 + 0912565457 hạ tầng kh chưa xong chưa có điện ,Đã mail cảnh báo lần 1 - 09/07/2026 09:14,,,,
07/07/2026 08:16,VNP-LD/00075169,vcm2cmd,Fiber,Ngô Thị Minh Phương,Đã hoàn công,10/07/2026 09:02,"thoái trả khách hàng đang xây nhà, hẹn 20 ngày nữa mới lắp kt 0943211989 + 0945383757        ",Đã mail cảnh báo lần 1 - 09/07/2026 09:14,,,,
07/07/2026 08:16,VNP-LD/00075169,vcm2cks,Fiber,Ngô Thị Minh Phương,Đã hoàn công,10/07/2026 09:12,trả phiếu  kt 0911282688 +84919708986 báo hạ tầng kh chưa xong ,Đã mail cảnh báo lần 1 - 09/07/2026 09:14,,,,
07/07/2026 08:16,VNP-LD/00075169,vcm2cjx,Fiber,Ngô Thị Minh Phương,Đã hoàn công,08/07/2026 08:50,LH với đơn vị để thực hiện ,,,,,
07/07/2026 08:17,VNP-LD/00075167,vcm2cic,Fiber,Đăng Văn Minh,Đã hoàn công,10/07/2026 09:24,"Khách hàng_Khách hàng chưa xong hạ tầng_Thoái trả do Hiện tại cửa hàng chưa có điện, dự kiến sẽ bàn giao kênh cho khách hàng trước ngày 11/7 KHương Thế Huân - 0967559456 - KTV Linh 0912643857",Đã mail cảnh báo lần 2 - 10/07/2026 09:14,,,,
07/07/2026 08:21,QNH-TD/00330994,DI001017707,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 07:36,đã báo các đơn vị,,,,,
07/07/2026 08:22,VNP-TL/00066921,mnk000z61,Metronet LT,Đào Anh Vũ,Đã hoàn công,09/07/2026 08:01,Chuyển SOC/ VTT thực hiện,,,,,
07/07/2026 08:23,VNP-TL/00066922,mnk000z6m,Metronet LT,Đào Anh Vũ,Đã hoàn công,09/07/2026 08:01,Chuyển SOC/ VTT thực hiện,,,,,
07/07/2026 08:23,VNP-LD/00075036,mnk0012pt,Metronet LT,Đào Anh Vũ,Đang xử lý,,"Chuyển SOC/VTT thực hiện, Chờ đầu xa thi công",Đã mail cảnh báo lần 3 - 14/07/2026 09:14,,,,
07/07/2026 08:24,VNP-LD/00075162,mnk00133w,Metronet LT,Đào Anh Vũ,Đã hoàn công,20/07/2026 10:09,"Chuyển SOC/VTT thực hiện, Chờ đầu xa thi công",Đã mail cảnh báo lần 3 - 14/07/2026 09:14,,,,
07/07/2026 08:24,VNP-TL/00066919,MN000003090,Metronet LT,Đoàn Hải Hà,Đã hoàn công,07/07/2026 11:18,"Về HNI kênh trắng, đã nhờ để map thông tin kênh",,,,,
07/07/2026 08:25,VNP-TL/00066920,MN001200871,Metronet LT,Đoàn Hải Hà,Đã hoàn công,07/07/2026 09:23,,,,,,
07/07/2026 08:26,VNP-LD/00075172,mwk000s1i,Megawan NT,Lê Đức Vinh,Đã hoàn công,10/07/2026 15:29,VTT liên hệ khách hàng không nghe máy đã báo AS cho số LH khác,Đã mail cảnh báo lần 2 - 10/07/2026 09:14,,,,
07/07/2026 08:26,VNP-LD/00075173,mwk000s1v,Megawan NT,Lê Đức Vinh,Đã hoàn công,07/07/2026 17:01,Đã chuyển VTT,,,,,
07/07/2026 08:26,VNP-LD/00075165,mwk000s11,Megawan NT,Lê Đức Vinh,Đã hoàn công,10/07/2026 08:32,Đã chuyển VTT,Đã mail cảnh báo lần 1 - 09/07/2026 09:14,,,,
07/07/2026 09:00,51478,,Megawan LT,Đoàn Hải Hà,Đã hoàn công,07/07/2026 13:32,Báo VPC KS kênh,,,,,
07/07/2026 09:10,VNP-LD/00075177,vcm2cld,Fiber,Đăng Văn Minh,Đã hoàn công,10/07/2026 09:25,"Khách hàng_Khách hàng chưa xong hạ tầng_Đã thi công xong cáp, khách hẹn khi nào nhận bàn giao sẽ báo KTV",Đã mail cảnh báo lần 2 - 10/07/2026 09:14,,,,
07/07/2026 09:16,V06/TD/260707/00031,dia000rok,Internet trực tiếp,Đào Anh Vũ,Đã hoàn công,09/07/2026 08:02,Chuyển VTT thực hiện,,,,,
07/07/2026 11:08,51482,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 07:32,đã báo các đơn vị,,,,,
07/07/2026 11:10,VNP-LD/00075180,fbr00hm73,Fiber,Đăng Văn Minh,Đã hoàn công,08/07/2026 16:40,Đã chuyển yêu cầu đến VTT,,,,,
07/07/2026 11:11,51480,,Megawan LT,Lê Đức Vinh,Đã hoàn công,08/07/2026 11:06,Đã chuyển VTT,,,,,
07/07/2026 11:12,V06/LD/260703/09165,mnk0012vn,Metronet LT,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 07:06,Khách hàng_phải thuê cáp  trong FPT,Đã mail cảnh báo lần 2 - 10/07/2026 11:14,,,,
07/07/2026 11:12,VNP-LD/00075182,mnk00134t,Metronet NT,Đào Anh Vũ,Đã hoàn công,09/07/2026 08:02,Chuyển VTT thực hiện,,,,,
07/07/2026 11:12,VNP-LD/00075186,mnk00135u,Metronet NT,Đào Anh Vũ,Đã hoàn công,09/07/2026 08:02,Chuyển VTT thực hiện,,,,,
07/07/2026 13:34,VNP-KP/00001031,MW001279404,Megawan NT,Đoàn Hải Hà,Đã hoàn công,07/07/2026 16:02,Báo VTT khôi phục  gấp,,,,,
07/07/2026 13:36,VNP-LD/00075190,mnk00136z,Metronet LT,Đào Anh Vũ,Đã hoàn công,20/07/2026 10:09,"Chuyển SOC/VTT thực hiện, Chờ đầu xa thi công",Đã mail cảnh báo lần 3 - 14/07/2026 14:14,,,,
07/07/2026 13:40,VNP-LD/00075193,cmcantolinhpg,Fiber,Đăng Văn Minh,Đã hoàn công,09/07/2026 08:36,"Khách hàng_Khách hàng chưa xong hạ tầng_Thoái trả phiếu do , KTV Lhe số A.Bắc 0963 131 875 KH bảo chưa thống nhất về giá cước với ANTOLIN (khách hàng của CMC)",,,,,
07/07/2026 14:28,VNP-TD/00096322,MW001111245,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:32,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096323,MW001111279,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096324,MW001111264,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096325,MW001111244,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096326,MW001111297,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096327,MW001111339,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096328,MW001111235,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096329,MW001120436,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096330,MW001111329,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096331,MW001120189,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096332,MW001111228,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096333,MW001111343,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096334,MW001111286,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096335,MW001111261,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096336,MW001111360,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096337,MW001111258,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:28,VNP-TD/00096338,MW001111292,Megawan NT,Đào Anh Vũ,Đã hoàn công,07/07/2026 16:33,Chuyển VTT thực hiện,,,,,
07/07/2026 14:29,QNH-TD/00331026,dia000ry0,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 10:38,Khách hàng_Chưa phối hợp để cấu hình đổi ip,Đã mail cảnh báo lần 2 - 10/07/2026 15:14,,,,
07/07/2026 14:30,51486,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,13/07/2026 09:32,Đã chuyển VTT,Đã mail cảnh báo lần 2 - 10/07/2026 15:14,,,,
07/07/2026 14:30,51485,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,08/07/2026 12:17,Khách hàng: Báo không có nhu cầu lắp đã báo AS Huệ ,,,,,
07/07/2026 14:30,51484,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,07/07/2026 16:30,Đã chuyển VTT,,,,,
07/07/2026 14:30,51487,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,13/07/2026 09:39,Đã chuyển VTT,Đã mail cảnh báo lần 2 - 10/07/2026 15:14,,,,
07/07/2026 14:32,VNP-LD/00074645,fbr00gj4f,Fiber,Đăng Văn Minh,Đã hoàn công,08/07/2026 14:10,Đã chuyển yêu cầu đến VTT,,,,,
07/07/2026 14:33,VNP-KP/00001032,LCI1832,Metronet NT,Đoàn Hải Hà,Đã hoàn công,10/07/2026 15:56,Báo VTT khôi phục  gấp,Đã mail cảnh báo lần 2 - 10/07/2026 15:14,,,,
07/07/2026 14:34,51488,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,08/07/2026 15:03,Đã chuyển VTT,,,,,
07/07/2026 14:35,VNP-LD/00074675,fbr00gluu,Fiber,Đăng Văn Minh,Đã hoàn công,07/07/2026 16:09,Đã chuyển yêu cầu đến VTT,,,,,
07/07/2026 14:50,51493,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 08:12,đã báo các đơn vị,,,,,
07/07/2026 14:50,51492,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,07/07/2026 16:24,đã báo các đơn vị,,,,,
07/07/2026 14:50,51491,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,07/07/2026 16:24,đã báo các đơn vị,,,,,
07/07/2026 14:50,51490,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,07/07/2026 16:24,đã báo các đơn vị,,,,,
07/07/2026 14:50,51489,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,07/07/2026 16:24,đã báo các đơn vị,,,,,
07/07/2026 14:51,51494,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,07/07/2026 16:23,đã báo các đơn vị,,,,,
07/07/2026 14:51,VNP-TL/00066927,LCI1839,Metronet NT,Đoàn Hải Hà,Đã hoàn công,09/07/2026 08:48,Báo VTT thực hiện,,,,,
07/07/2026 14:53,HD6/LD/260706/06177,mnk001332,Metronet LT,Đoàn Hải Hà,Đã hoàn công,14/07/2026 08:21,Hướng HCM chưa triển khai xong. mã HCM mnk00133b,Đã mail cảnh báo lần 2 - 10/07/2026 15:14,,,,
07/07/2026 14:54,VNP-TL/00066928,LCI1825,Metronet NT,Đoàn Hải Hà,Đã hoàn công,09/07/2026 08:51,Báo VTT thực hiện,,,,,
07/07/2026 14:59,VNP-KP/00001033,LCI1818,Metronet NT,Đoàn Hải Hà,Đã hoàn công,09/07/2026 15:15,Báo VTT khôi phục  gấp,Đã mail cảnh báo lần 1 - 09/07/2026 15:14,,,,
07/07/2026 14:59,51496,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,08/07/2026 08:22,Đã chuyển VTT,,,,,
07/07/2026 15:00,51495,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,08/07/2026 13:55,Đã chuyển VTT,,,,,
07/07/2026 15:08,51497,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,08/07/2026 07:55,Đã chuyển VTT,,,,,
07/07/2026 15:19,VNP-DC/00015862,MN000388291,Metronet NT,Vũ Thế Ninh,Đã hoàn công,20/07/2026 10:59,KH hủy DC,Đã mail cảnh báo lần 3 - 14/07/2026 16:14,,,,
07/07/2026 15:19,VNP-DC/00015863,MN000037638,Metronet NT,Vũ Thế Ninh,Đang xử lý,,Chò OMC thi công cáp nội bộ,Đã mail cảnh báo lần 3 - 14/07/2026 16:14,,,,
07/07/2026 15:19,VNP-DC/00015864,MW000037637,Megawan LT,Vũ Thế Ninh,Đã hoàn công,07/07/2026 16:27,SOC thoái trả vì không có kênh,,,,,
07/07/2026 15:25,VNP-TL/00066929,LCI1802,Metronet NT,Đoàn Hải Hà,Đã hoàn công,09/07/2026 14:30,Báo VTT thực hiện,,,,,
07/07/2026 15:44,51499,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,13/07/2026 09:39,Đã chuyển VTT,Đã mail cảnh báo lần 2 - 10/07/2026 16:14,,,,
07/07/2026 15:44,51498,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,07/07/2026 16:46,Đã chuyển VTT,,,,,
07/07/2026 15:46,VNP-LD/00075199,fbr00hoak,Fiber,Vũ Thế Ninh,Đã hoàn công,13/07/2026 16:33,KH hẹn 13/7 nhận bàn giao,Đã mail cảnh báo lần 2 - 10/07/2026 16:14,,,,
07/07/2026 15:46,VNP-LD/00075199,fbr00hobh,Fiber,Vũ Thế Ninh,Đã hoàn công,13/07/2026 16:33,KH hẹn 13/7 nhận bàn giao,Đã mail cảnh báo lần 2 - 10/07/2026 16:14,,,,
07/07/2026 15:46,VNP-LD/00075199,fbr00hobb,Fiber,Vũ Thế Ninh,Đã hoàn công,13/07/2026 16:33,KH hẹn 13/7 nhận bàn giao,Đã mail cảnh báo lần 2 - 10/07/2026 16:14,,,,
07/07/2026 15:46,VNP-LD/00075199,fbr00hoas,Fiber,Vũ Thế Ninh,Đã hoàn công,13/07/2026 16:33,KH hẹn 13/7 nhận bàn giao,Đã mail cảnh báo lần 2 - 10/07/2026 16:14,,,,
07/07/2026 15:46,VNP-LD/00075199,fbr00ho9n,Fiber,Vũ Thế Ninh,Đã hoàn công,13/07/2026 16:33,KH hẹn 13/7 nhận bàn giao,Đã mail cảnh báo lần 2 - 10/07/2026 16:14,,,,
07/07/2026 15:54,VNP-TD/00096358,MW000013629,Megawan NT,Vũ Thế Ninh,Đã hoàn công,08/07/2026 08:35,Đã báo đơn vị thi công,,,,,
07/07/2026 15:54,VNP-TD/00096359,MW000013633,Megawan NT,Vũ Thế Ninh,Đã hoàn công,08/07/2026 08:35,Đã báo đơn vị thi công,,,,,
07/07/2026 15:54,VNP-TD/00096360,MW000013636,Megawan NT,Vũ Thế Ninh,Đã hoàn công,08/07/2026 08:35,Đã báo đơn vị thi công,,,,,
07/07/2026 15:54,VNP-TD/00096363,MW000013635,Megawan NT,Vũ Thế Ninh,Đã hoàn công,08/07/2026 08:35,Đã báo đơn vị thi công,,,,,
07/07/2026 15:54,VNP-TD/00096364,MW001009254,Megawan NT,Vũ Thế Ninh,Đã hoàn công,07/07/2026 16:26,Đã báo đơn vị thi công,,,,,
07/07/2026 15:54,VNP-TD/00096365,MW001295875,Megawan NT,Vũ Thế Ninh,Đã hoàn công,07/07/2026 16:26,Đã báo đơn vị thi công,,,,,
07/07/2026 15:54,VNP-TD/00096366,MW001295892,Megawan NT,Vũ Thế Ninh,Đã hoàn công,07/07/2026 16:26,Đã báo đơn vị thi công,,,,,
07/07/2026 15:54,VNP-TD/00096367,MW001295899,Megawan NT,Vũ Thế Ninh,Đã hoàn công,07/07/2026 16:26,Đã báo đơn vị thi công,,,,,
07/07/2026 15:54,VNP-TD/00096368,MW000013692,Megawan NT,Vũ Thế Ninh,Đã hoàn công,07/07/2026 16:26,Đã báo đơn vị thi công,,,,,
07/07/2026 15:54,VNP-TD/00096369,MW000013697,Megawan NT,Vũ Thế Ninh,Đã hoàn công,07/07/2026 16:26,Đã báo đơn vị thi công,,,,,
07/07/2026 15:54,VNP-TD/00096370,MW000013695,Megawan NT,Vũ Thế Ninh,Đã hoàn công,07/07/2026 16:26,Đã báo đơn vị thi công,,,,,
07/07/2026 15:56,VNP-TL/00066931,dungmasan.fb.nan,Fiber,Ngô Thị Minh Phương,Đã hoàn công,07/07/2026 16:55,LH với đơn vị để thực hiện ,,,,,
07/07/2026 15:57,51501,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,07/07/2026 16:23,,,,,,
07/07/2026 15:57,51500,,Internet trực tiếp,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 13:34,đã báo các đơn vị,,,,,
07/07/2026 16:01,51502,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,09/07/2026 12:15,Đã chuyển VTT,,,,,
07/07/2026 16:02,51503,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,07/07/2026 17:09,Đã chuyển VTT,,,,,
07/07/2026 16:02,51504,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,09/07/2026 13:58,Đã chuyển VTT,,,,,
07/07/2026 16:08,51505,,Internet trực tiếp,Lê Đức Vinh,Đã hoàn công,13/07/2026 09:40,Đã chuyển VTT,Đã mail cảnh báo lần 2 - 10/07/2026 16:14,,,,
07/07/2026 16:10,VNP-TL/00066933,MW000399226,Metronet NT,Vũ Thế Ninh,Đã hoàn công,10/07/2026 08:31,Đã báo đơn vị thi công,Đã mail cảnh báo lần 1 - 09/07/2026 16:14,,,,
07/07/2026 16:11,VNP-DC/00015865,005583902MEN,Metronet NT,Đào Anh Vũ,Đã hoàn công,14/07/2026 10:09,Chuyển VTT thực hiện,Đã mail cảnh báo lần 2 - 10/07/2026 16:14,,,,
07/07/2026 16:33,VNP-TL/00066934,mwk000qz3,Megawan NT,Đoàn Hải Hà,Đã hoàn công,09/07/2026 08:37,VTT thực hiện,,,,,
07/07/2026 16:33,VNP-TL/00066935,MW001334678,Megawan NT,Đoàn Hải Hà,Đã hoàn công,09/07/2026 08:37,VTT thực hiện,,,,,
07/07/2026 16:33,VNP-TL/00066936,MW001283119,Megawan NT,Đoàn Hải Hà,Đã hoàn công,09/07/2026 08:38,VTT thực hiện,,,,,
07/07/2026 16:41,VNP-DC/00015866,MW000006109,Megawan NT,Đoàn Hải Hà,Đã hoàn công,09/07/2026 08:39,Báo HNI dịch chuyển cho khách hàng,,,,,
07/07/2026 16:43,VNP-TD/00096387,lcsthachthat,Fiber,Đăng Văn Minh,Đã hoàn công,09/07/2026 09:11,Đã chuyển yêu cầu đến VTT,,,,,
07/07/2026 16:47,VNP-TD/00096386,MW000013255,Megawan NT,Vũ Thế Ninh,Đã hoàn công,08/07/2026 08:35,Đã báo đơn vị thi công,,,,,
07/07/2026 16:48,VNP-TD/00096376,MW001008645,Megawan NT,Đào Anh Vũ,Đã hoàn công,09/07/2026 08:03,Chuyển VTT thực hiện,,,,,
07/07/2026 16:48,VNP-TD/00096377,MW000013687,Megawan NT,Đào Anh Vũ,Đã hoàn công,09/07/2026 08:03,Chuyển VTT thực hiện,,,,,
07/07/2026 16:48,VNP-TD/00096378,MW000013679,Megawan NT,Đào Anh Vũ,Đã hoàn công,09/07/2026 08:03,Chuyển VTT thực hiện,,,,,
07/07/2026 16:48,VNP-TD/00096379,MW001008713,Megawan NT,Đào Anh Vũ,Đã hoàn công,08/07/2026 11:06,Chuyển VTT thực hiện,,,,,
07/07/2026 16:49,VNP-TD/00096372,MW001008703,Megawan NT,Vũ Thế Ninh,Đã hoàn công,10/07/2026 08:31,Đã báo đơn vị thi công,Đã mail cảnh báo lần 1 - 09/07/2026 17:14,,,,
07/07/2026 16:49,VNP-TD/00096373,MW000013699,Megawan NT,Vũ Thế Ninh,Đã hoàn công,10/07/2026 08:31,Đã báo đơn vị thi công,Đã mail cảnh báo lần 1 - 09/07/2026 17:14,,,,
07/07/2026 16:49,VNP-TD/00096374,MW001009264,Megawan NT,Vũ Thế Ninh,Đã hoàn công,08/07/2026 08:36,Đã báo đơn vị thi công,,,,,
07/07/2026 16:49,VNP-TD/00096375,MW000013254,Megawan NT,Vũ Thế Ninh,Đã hoàn công,08/07/2026 08:36,Đã báo đơn vị thi công,,,,,
07/07/2026 16:50,VNP-TD/00096371,MW000013649,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 07:35,đã báo các đơn vị,,,,,
08/07/2026 08:13,VNP-TD/00096442,MW000286229,Megawan NT,Lê Đức Vinh,Đã hoàn công,08/07/2026 09:49,Đã chuyển VTT,,,,,
08/07/2026 08:13,VNP-TD/00096443,MW000013303,Megawan NT,Lê Đức Vinh,Đã hoàn công,08/07/2026 09:49,Đã chuyển VTT,,,,,
08/07/2026 08:13,VNP-TD/00096444,MW000013293,Megawan NT,Lê Đức Vinh,Đã hoàn công,08/07/2026 09:49,Đã chuyển VTT,,,,,
08/07/2026 08:13,VNP-TD/00096445,MW000013298,Megawan NT,Lê Đức Vinh,Đã hoàn công,08/07/2026 09:49,Đã chuyển VTT,,,,,
08/07/2026 08:13,VNP-TD/00096446,MW000013301,Megawan NT,Lê Đức Vinh,Đã hoàn công,08/07/2026 09:49,Đã chuyển VTT,,,,,
08/07/2026 08:13,VNP-TD/00096447,MW000013300,Megawan NT,Lê Đức Vinh,Đã hoàn công,08/07/2026 09:49,Đã chuyển VTT,,,,,
08/07/2026 08:13,VNP-TD/00096448,MW000013299,Megawan NT,Lê Đức Vinh,Đã hoàn công,08/07/2026 09:49,Đã chuyển VTT,,,,,
08/07/2026 08:14,VNP-TD/00096450,MW000013313,Megawan NT,Lê Đức Vinh,Đã hoàn công,08/07/2026 16:30,Đã chuyển VTT,,,,,
08/07/2026 08:14,VNP-TD/00096451,MW000013310,Megawan NT,Lê Đức Vinh,Đã hoàn công,10/07/2026 10:25,Đã chuyển VTT,Đã mail cảnh báo lần 1 - 10/07/2026 08:14,,,,
08/07/2026 08:14,VNP-TD/00096449,MW001009671,Megawan NT,Lê Đức Vinh,Đã hoàn công,10/07/2026 08:33,Đã chuyển VTT,Đã mail cảnh báo lần 1 - 10/07/2026 08:14,,,,
08/07/2026 08:15,VNP-TD/00096415,MW001008965,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:26,đã báo các đơn vị,,,,,
08/07/2026 08:15,VNP-TD/00096416,MW000013773,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:26,đã báo các đơn vị,,,,,
08/07/2026 08:15,VNP-TD/00096417,MW000013774,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:26,đã báo các đơn vị,,,,,
08/07/2026 08:15,VNP-TD/00096418,MW000013777,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 09:03,đã báo các đơn vị,,,,,
08/07/2026 08:16,VNP-TD/00096429,MW000013261,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:43,đã báo các đơn vị,,,,,
08/07/2026 08:16,VNP-TD/00096430,MW000013263,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:43,đã báo các đơn vị,,,,,
08/07/2026 08:16,VNP-TD/00096431,MW000013264,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 07:05,Lỗi phiếu_Thanh hóa phải tìm kênh để map sau đó mới giao đi được,Đã mail cảnh báo lần 1 - 10/07/2026 09:14,,,,
08/07/2026 08:16,VNP-TD/00096432,MW000013269,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 16:09,đã báo các đơn vị,,,,,
08/07/2026 08:16,VNP-TD/00096433,MW000013279,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 16:09,đã báo các đơn vị,,,,,
08/07/2026 08:16,VNP-TD/00096434,MW000013270,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,09/07/2026 15:22,đã báo các đơn vị,,,,,
08/07/2026 08:16,VNP-TD/00096435,MW000013272,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:43,đã báo các đơn vị,,,,,
08/07/2026 08:16,VNP-TD/00096436,MW000013284,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,13/07/2026 07:05,Lỗi phiếu_Thanh hóa phải tìm kênh để map sau đó mới giao đi được,Đã mail cảnh báo lần 1 - 10/07/2026 09:14,,,,
08/07/2026 08:16,VNP-TD/00096437,MW000013274,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:43,đã báo các đơn vị,,,,,
08/07/2026 08:16,VNP-TD/00096438,MW000013275,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:43,đã báo các đơn vị,,,,,
08/07/2026 08:16,VNP-TD/00096439,MW000013277,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:43,đã báo các đơn vị,,,,,
08/07/2026 08:16,VNP-TD/00096440,MW000013278,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:43,đã báo các đơn vị,,,,,
08/07/2026 08:16,VNP-TD/00096441,MW001296005,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:43,đã báo các đơn vị,,,,,
08/07/2026 08:17,VNP-TD/00096412,MW001009276,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:26,đã báo các đơn vị,,,,,
08/07/2026 08:17,VNP-TD/00096413,MW000013742,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:26,đã báo các đơn vị,,,,,
08/07/2026 08:17,VNP-TD/00096414,MW000013745,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:40,đã báo các đơn vị,,,,,
08/07/2026 08:18,VNP-TD/00096397,MW000013734,Megawan NT,Vũ Thế Ninh,Đã hoàn công,10/07/2026 08:26,Đã báo đơn vị thi công,,,,,
08/07/2026 08:18,VNP-TD/00096398,MW000013731,Megawan NT,Vũ Thế Ninh,Đang xử lý,,lõi phiếu đang chờ IT xử lý,Đã mail cảnh báo lần 3 - 15/07/2026 09:14,,,,
08/07/2026 08:18,VNP-TD/00096399,MW000013730,Megawan NT,Vũ Thế Ninh,Đã hoàn công,08/07/2026 08:37,,,,,,
08/07/2026 08:19,VNP-TD/00096395,MW001009831,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:43,đã báo các đơn vị,,,,,
08/07/2026 08:19,VNP-TD/00096396,MW000013755,Megawan NT,Nguyễn Duy Thành,Đã hoàn công,08/07/2026 15:43,đã báo các đơn vị,,,,,
08/07/2026 08:19,VNP-TD/00096423,MW001009289,Megawan NT,Vũ Thế Ninh,Đã hoàn công,10/07/2026 08:26,Đã báo đơn vị thi công,,,,,
